No,Name_of_Company,Address,Phone,Industry
9814.,KAHAR DUTA SARANA,"Jl. Raya Poncol, Susukan, Jakarta Timur, DKI Jakarta",021-8711266,"Label,stiker, Kertas Rol"
9815.,KAHAR IKAT PINGGANG,"Sukarela 21 Rt 002/010, Jakarta Utara, DKI Jakarta",021-6613861,Ikat  Pinggang
9816.,"KAHARUDDIN, IND LAMMING","Jl. A. Koro Maroanging, Wajo, Sulawesi Selatan",085242748947,Lamming
9817.,"KAHATEK, PT","Jl Raya Rancaekek Km 23, Sumedang, Jawa Barat",0226031030,Benang
9818.,"KAHATEX, PT","Blok Suci Desa Cigondewah     No 16, Kota Cimahi, Jawa Barat",6031030,"Benang, Kain, Garment, Dll"
9819.,"KAHO INDAH CITRA GARMENT, PT","Jl. Bali Blok D 16 Kawasan Berikat Nusantara, Jakarta Utara, DKI Jakarta",021-4404227,Pakaian Jadi Wanita
9820.,"KAHWA JAYA SAWMILL, CV","Rt.01, Jambi, Jambi",,Kayu Gergajian
9821.,"KAIBON INDAH, PT","Jl Ponorogo K.m. 4,5          Desa Kaibon, Madiun, Jawa Timur",2050 - 3676,Membuat Gelas
9822.,"KAIBON INDAH, PT","Ponorogo Km 4,5 Ds Kaibon, Jl, Madiun, Jawa Timur",458888,Tea Set
9823.,"KAIFIAT PRIMA LAUNDRY IND, PT","Jl Raya Wanaherang, Bogor, Jawa Barat",021-8077550,Jasa Cuci Garment
9824.,"KAIK PULAU KECIL, PT","Jl. Produksi, Indragiri Hilir, Riau",0768-329222,Minyak Kelapa
9825.,KAIN KASA ABDUL KHOLIQ,"Simbang Kulon, Pekalongan, Jawa Tengah",0285-4417724,Kain Kasa
9826.,KAIN KASA ABIDIN MURI,"Bligo, Pekalongan, Jawa Tengah",(0285) 485426,Kain Kasa Siap Pakai
9827.,KAIN KASA FAIZ ASROR,"Pekajangan Gg. 23, Pekalongan, Jawa Tengah",0285-7909474,Kain Kasa/perban
9828.,KAIN KASA MASHADI,"Desa Bligo, Pekalongan, Jawa Tengah",0285-434278,Kain Kasa
9829.,KAIN MORI HJ. ROHIMAH KAULAN,"Ds. Tangkil Tengah, Pekalongan, Jawa Tengah",0285-785468,Kain Mori
9830.,KAIN PRINTING PALAPA,"Jl. Yosodipuran  No. 8, Surakarta, Jawa Tengah",0271-641057,Kain Printing
9831.,KAIN SONGKET BATUBARA KATIJAH,"Padang Genting Dusun 3, Batu Bara, Sumatera Utara",,Kain Songket Batubara
9832.,KAIN SONGKET SAHARUDDIN,"Dusun Iii, Padang Genting, Batu Bara, Sumatera Utara",,Kain Songket
9833.,KAIN SONGKET YUSRA,"Desa Padang Genting Dusun 3, Batu Bara, Sumatera Utara",0623-45140,Kain Songket Batubara
9834.,KAIN TENUN MARGONO,"Jowa Balak, Cawas, Klaten, Jawa Tengah",085647060032,Kain Tenun Lurik
9835.,KAIRO BUSANA MUSLIM,"Kp Saparako Timur Majalaya, Bandung, Jawa Barat",022-5956342,Kerudung
9836.,"KAISA FORMOSA, PT","Ds Bitung Jaya Kp. Bulakan Rt.006/003, Tangerang, Banten",021 59402355,Laundry And Dying
9837.,KAISAR LAKSMI MAS GARMENT,"Jl Tole Iskandar No 24, Depok, Jawa Barat",021-77828886,Garment
9838.,"KAISAR MOTORINDO INDUSTRI, PT","Jl Atom, Bogor, Jawa Barat",021-87940999,Perakitan Sepeda Motor
9839.,"KAISAR REPROFURNI, CV","Desa Bawu, Jepara, Jawa Tengah",0291-4298292 / 08184,T Tidur
9840.,"KAISAR TAHU, UD","Jl. Raya Kebonagung, Lumajang, Jawa Timur",0334885830,Tahu
9841.,"KAISON PRIMA INDONUSA, PT","Jl. Manis Iv /21 Bitung, Tangerang, Banten",021 55656666,Sofa Dari Busa
9842.,"KAIZINDO HASTA KENCANA, PT","Aeng Dake Dsn. Libiliyan, Ds, Sumenep, Jawa Timur",821282 / 821784,Ikan Teri Kering
9843.,KAJENG HANDYCRAFT/MANDAR UTOMO,"Jl. Ring Road Selatan 360, Bantul, D.I. Yogyakarta",0274-414858,Kerajinan Puzele
9844.,"KAKA PERMATA, CV","Jl.ds Cukanggalih Ii Rt.02/2, Tangerang, Banten",021-5982719,Meubeler Dari Kayu
9845.,"KAKA RUBBERINDO, PT","Kepatihan, Jl, Gresik, Jawa Timur",031 7990778,Selang Karet
9846.,"KALABIRRANG MARMER LESTARI,PT","Poros Siloro Rk4 Rt 01, Pangkajene Dan Kepulauan, Sulawesi Selatan",,Marmer
9847.,"KALBE FARMA,PT","Jl.mh.thamrin Blok A-3 No,1   Kawasan Delta Silicon, Bekasi, Jawa Barat",89907333,Obat-obatan
9848.,"KALDEN MULTI REKATAMA,PT","Jl.jababeka Ii Blok C No.27, Bekasi, Jawa Barat",021-8934052,Mesin Industri
9849.,KALDYA PRINT,"Jl.kedung Cowek No.135, Surabaya, Jawa Timur",031-3711875,Penjilidan Buku Tulis
9850.,KALENDER OKS/JASA,"Jl. Sukamanahno.51 Desa       Sukamanah, Bandung, Jawa Barat",5951511,Jasa Kalenderan
9851.,KALENG JAYA.CV,"Granting Selatan Ii/16.jl, Surabaya, Jawa Timur",,Kaleng
9852.,KALENG MANDIRI,"Gg Kujang V No 25/128 Rt 03/02, Bandung, Jawa Barat",022-7506375,Kaleng Kerupuk
9853.,KALI AGUNG PT,"Kapuk Raya Muara No.6, Jakarta Utara, DKI Jakarta",021-6190750,Meja Belajar
9854.,"KALI AREN/KARYA AREN,PD","Ciharashas Rt.01/01`, Garut, Jawa Barat",0262-421041,Penyisisran Ijuk
9855.,KALI BRANTAS,"Jl. Raya Mastrip 47, Surabaya, Jawa Timur",031-7667631,Es Batu Balok
9856.,KALI CATUR /PENDEKAR,"Raya Ponorogo 12, Kota Madiun, Jawa Timur",463686,Kembang Api
9857.,"KALI DUREN ESTATES, PT","Kp Tugu Ds Kertajaya, Sukabumi, Jawa Barat",,Teh Hitam
9858.,"KALI JAYA PUTRA, PT","Panjunan Ds. Sukodono Kec., Sidoarjo, Jawa Timur",7883025,"Meja, Kursi Dr Rotan"
9859.,"KALI JERNIH, UD","Jl. Yos Sudarso No.143-145, Mataram, Nusa Tenggara Barat",0370 631201,Tembakau Susur
9860.,"KALIANDA CONCERN, NV","Ds Klungkung, Jember, Jawa Timur",0331-420253,Kopi & Karet
9861.,"KALIBARU, PT","Jl. Arjuna No 50, Bandung, Jawa Barat",022-6030079,Komponen Mesin Dari Karet
9862.,"KALIBENDO, PTP","Dusun Kalibendo, Banyuwangi, Jawa Timur",0333-7711011,Karet
9863.,"KALIKEMPIT/BENDOKEREP, PTPN XII(PERSERO)","Kalikempit/bendokerep, Dsn  ;ds Tulungrejo, Banyuwangi, Jawa Timur",(0333)821305,Biji Kakao/cokelat Kering
9864.,"KALIKLATAK, PTP","Kaliklatak Kotak Pos 9, Jl;  Dsn Kaliklatak, Banyuwangi, Jawa Timur","(0333)424061,424896","Kopi Ose, Karet Sheet,kakao"
9865.,"KALIKLEPUH/GUNUNG PASANG, PERK","Kotak Pos 7 Jember, Jember, Jawa Timur",483934,"Kopi, Kakao, Cengkeh, Sheet"
9866.,KALIMANTAN MEDAN ABADI RAYA PT,"Tembjus Mantuil Rt 30  No.1   Banjarmasin, Banjarmasin, Kalimantan Selatan",261931,"Tepung Gemor, Tepung Batok"
9867.,"KALIMANTAN RAYA MEGAH FISHERY, PT","Jl Tanjung Berkat Rt.04 No.3 Teluk Tiram Bjm, Banjarmasin, Kalimantan Selatan",65888,Udang Beku
9868.,"KALIMANTAN SANGGAR PUSAKA, PT","Jln Adisucipto Km 4,7, Kubu Raya, Kalimantan Barat",0561-731128,Cpo Dan Inti Sawit
9869.,"KALIMANTAN SAWIT KUSUMA, PT","Jln Pahlawan No 41-42 Ab, Pontianak, Kalimantan Barat",,Minyak Goreng
9870.,"KALIMANTAN SAWIT KUSUMA, PT","Ds. Bangun Jaya, Sukamara, Kalimantan Tengah",0561-733035,Cpo
9871.,"KALIMANTAN STEEL CO LTD, PT","Jl Rungkut Industri Raya 17   Telp 810170, Surabaya, Jawa Timur",8488170,G.i.sheet ( Baja Lapis Seng )
9872.,"KALIMANTAN STEEL, PT","Jalan Adi Sucipto Km 9.8 Sei Raya, Kubu Raya, Kalimantan Barat",0561721218,Baja Lapis Seng
9873.,KALIMAS,"Sidomlangean, Ds, Lamongan, Jawa Timur",,Tembakau Krosok
9874.,"KALIMAS PUTRA MAKMUR, PT","Popoh, Sidoarjo, Jawa Timur",8971823,Thiner & Cat
9875.,KALIMBUA. UD,"Desa Lambiku, Muna, Sulawesi Tenggara",,Batu Merah
9876.,"KALINDO JAYA, PT","Jl Kaliombo Corekan Raya, Kediri, Jawa Timur",681541,Alat Listrik (travo Neon)
9877.,"KALINGGA JATI, CV","Jl. Senenan Rt 11/04 No. 16b, Jepara, Jawa Tengah",0291-597781,Mebel
9878.,"KALINGGA PUTRA , CV","Desa Kedungcino Rt 01/01, Jepara, Jawa Tengah",0291 592430,Penggergajian
9879.,"KALIOMBO, PP","Kaliombo Raya No. 25, Jl, Kediri, Jawa Timur",686217,Kantong/tas Plastik
9880.,"KALIPUTIH, PT","Gajah Mada 224, Jl, Jember, Jawa Timur","484712,13",Kopi Ose
9881.,"KALIRAYA INDAH , PT","Jl. Mh. Thamrin Km 4,5 Cikokol Tangerang, Tangerang, Banten",021-55750952,Tali Manila
9882.,"KALIRAYA MEGAH, PT","Kapuk Kamal No.45, Jakarta Utara, DKI Jakarta",021-5551090,"Rel Gordyn,krey Aluminium"
9883.,"KALIREJO LESTARI, PT","Jl. Sendang Km. 1, Lampung Tengah, Lampung",0729-370364,Cpo
9884.,"KALIREJO-PEGUNDANGAN, PTPN XII(PERSERO)","Kalirejo-pegundangan, Dsn, Banyuwangi, Jawa Timur",(0333)7707334,Karet Sheet & Crepe
9885.,"KALIROTO, PT","Sidorame 19, Jl, Surabaya, Jawa Timur",3719440,Obat
9886.,"KALIROTO, PT","Sidorame 19, Jl, Surabaya, Jawa Timur",3711717,Obat
9887.,"KALISELOGIRI, PTPN XII(PERSERO)","Kaliselogiri, Dsn, Banyuwangi, Jawa Timur",(0333)510162-3,Kopi Ose & Kakao/coklat Kering
9888.,"KALISEPANJANG-PURWOJOYO, PTPN XII(PERSER","Ds.sumbergondo, Banyuwangi, Jawa Timur","(0333)821318,821009,",Biji Kakao Kering
9889.,"KALISTA ALAM, PT","Desa Blang Luah, Nagan Raya, Nanggroe Aceh Darussalam",,Minyak Sawit
9890.,"KALITELEPAK, PTPN XII(PERSERO)","Kalitelepak, Dsn  ;desa Tulungrejo, Banyuwangi, Jawa Timur",(0333)844193,Biji Kakao/cokelat  Kering
9891.,"KALIWANGI, PT","Dr Wahidin 40, Jl, Jember, Jawa Timur",0331-591020,Beras
9892.,"KALLA ELECTRICAL SYSYTEM,PT","Jl.p.kemerdekaan Km. 16 Daya, Makassar, Sulawesi Selatan",0411-515266,Trapo
9893.,"KALLISTA INDOGARMENT,  CV","Gagaksipat Rt.02/01, Boyolali, Jawa Tengah",0271-783400,Konveksi
9894.,KALLISTA PUTRA GARMINDO. PT/ KALIGTA,"Jl Grogolon  3, Surakarta, Jawa Tengah",0271-647422,Pakaian Jadi
9895.,"KALTENG POS,PT","Jl. Cilik Riwut Km.3        Palangka Raya, Palangka Raya, Kalimantan Tengah",0536 3224661,Koran / Surat Kabar
9896.,"KALTIM HOUTEN, PT","Jl. Mulawarman, Rt.109 No.16, Balikpapan, Kalimantan Timur",0542-764715,Es Lilin Dan Es Krim
9897.,"KALTIM LEMINDO KIMIATAMA, PT","Jl. Paku Aji Komp.kaw.industribontang,kutai, Bontang, Kalimantan Timur",(0548)23958,Lem Plywood
9898.,"KALTIM METHANOL INDUSTRI, PT","Kawasan Industri Bontang Pkt, Bontang, Kalimantan Timur",0548-41394,Methanol
9899.,"KALTIM PARNA INDUSTRI, PT","Kawasan Industri Pt.kie , Guntung Bontang Kaltim, Bontang, Kalimantan Timur",0548-41017,Amoniak
9900.,KALTIM PASIFIK AMONIAK,"Jl. Amonia Kav. 79 Bontang, Bontang, Kalimantan Timur",0548-41563,Amoniak Liquid
9901.,"KALTIM SAVERINA FAJAR, PT","Jl Paku Aji, Komp. Pkt, Bontang, Kalimantan Timur",(0548) 41566,Karung Plastik
9902.,"KALTIM SHIPYARD, PT","Jl. Cermai No 22, Samarinda Ulu, Samarinda, Kalimantan Timur",0541-732420,Jasa Galangan Kapal
9903.,"KAMAL CAHAYA PUTRA, PT","Jl. Samudera No.1 Komp. Pps, Kendari, Sulawesi Tenggara",0401-394594,Ikan Beku
9904.,"KAMAL LESTARI, UD","Dsn. Krajan, Jember, Jawa Timur",,Beras
9905.,"KAMALA GAYA, PT","Gunung Sanghyang No.112 ,jl, Denpasar, Bali",426728,Pakaian Jadi
9906.,"KAMALTEX, PT","Karang Jati Po.box 116, Semarang, Jawa Tengah",0298-521446,Benang Tenun
9907.,"KAMAR KUNO, CV","Jl. Magelang Km 9, Sleman, D.I. Yogyakarta",0274-869734,Finishing Meubel
9908.,"KAMARGA KURNIA, PT","Jl Cibaligo Km 3 Melong, Kota Cimahi, Jawa Barat",022-6031410,Pencelupan
9909.,KAMARI,"Tluwe  Ds, Tuban, Jawa Timur",,Tembakau Rajangan
9910.,"KAMASAN BALI, UD","Br.jelantik Koribatu,tojan Klungkung, Klungkung, Bali",0361-464041,Uang Kepeng Dari Logam
9911.,"KAMATSU UNDERCARRIAGE INDONESIA,PT","Jl.jababeka Xi Blok H-16, Bekasi, Jawa Barat",021-8937575,Perlengkapan Mesin
9912.,"KAMBING REJEKI, PD","Jl. Dr Cipto No. 48, Semarang, Jawa Tengah",024-3542374,Cengkeh Rajangan
9913.,KAMIASIH PERAKITAN EMAS,"Sbr Nanas Rt.49 Rw.13, Malang, Jawa Timur",,Merangkai Emas Untuk Hiasan
9914.,"KAMIM TOHARI, KONVEKSI","Talunrejo Rt 02 Rw 4, Dsn, Banyuwangi, Jawa Timur",081559837146,Celana Dan Kemeja
9915.,"KAMOLA, PT","Jl.babakan 168, Bandung, Jawa Barat",022-9950127,Pita Label /merk
9916.,"KAMPION, CV","Jl. Kebun Bunga No. 474, Palembang, Sumatera Selatan",(0711) 362841,Furniture
9917.,"KAMPUNG HARAPAN PLASTIK, PT","Jl. Raya Rancaekek No. 389, Bandung, Jawa Barat",022-5050552,Ring Tube
9918.,"KAMZAH ""INDUSTRI BUNGKIL""","Blok Kaligandu Rt 02/04, Cirebon, Jawa Barat",081320556654,Bungkil Kacang
9919.,"KANACO, CV","Bondongan Jl Batutulis 22 A  5, Bogor, Jawa Barat",0251-326524,Pakaian Jadi
9920.,KANATO JAROT PRAWOTO/ KANATA MEBEL,"Ngaglik Pendowoharjo, Bantul, D.I. Yogyakarta",0274-7437087,Mebel Kayu
9921.,"KANCA MUSIKINDO, PT","Jl. Raya Andir Katapang No. 220 Baleendah-bandung, Bandung, Jawa Barat",(022) 5946620,Gitar
9922.,"KANCAN JAYA, PT","Pik Blok D No 65, Jakarta Timur, DKI Jakarta",021-4601526,Pakaian Jadi
9923.,KANCING NY OLGA,"Jl Ciateul Kaler, Bandung, Jawa Barat",,Kancing
9924.,KANDANG AYAM ABDUL ROKHIB,"Dusun Karang Sanggrahan, Magelang, Jawa Tengah",,Kandang Ayam
9925.,"KANEFUSA INDONESIA, PT","Ejip Industrial Park Plot 8d, Bekasi, Jawa Barat",021-8970360,Pisau Mesin
9926.,"KANETA INDONESIA, PT","Jl. Maligi Vi Lot L-2b Kiic, Karawang, Jawa Barat",(021) 89111058,Spare Part Mobil & Motor
9927.,"KANG INTERNATIONAL, PT","Lombok Blok A 32a Kbn Cakung Cilincing, Jakarta Utara, DKI Jakarta",021-44820262,Interdental Brush
9928.,"KANGAR CONSOLIDATED INDUSTRIES,  PT","Jl Raya Bekasi Km 24,5 Ujung, Jakarta Timur, DKI Jakarta",4600792,Botol
9929.,"KANGKUNG, PERUSH KECAP","Sultan Agung 2, Jl, Tuban, Jawa Timur",321850,Kecap Manis
9930.,"KANGWON INDONESIA, PT","Jl. Raya Serang Km 10,5 Kp. Kadu, Tangerang, Banten",021-59406534,Upper Sepatu
9931.,"KANIGORO JAYA SENTOSA, PR","Jagalan.jl Kanigoro, Kediri, Jawa Timur",0354 413789,Rokok Kretek
9932.,KANSA ABADI FURNITURE/DECORABBANI,"Jl.tirto Samudro Km 2 Gg Maulana I, Jepara, Jawa Tengah",0291-94448,"Dipan, Kursi, Almari Dll"
9933.,"KANSAI PAINT INDONESIA,PT","Blok Dd 7 Kawasan Mm 2100, Bekasi, Jawa Barat",89982370,Cat
9934.,KANTONG PLASTIK PUTERA,"Jl. Yos Sudarso No. 417, Kebumen, Jawa Tengah",(0287) 471009,Kantong Plastik
9935.,"KANVAS CEMERLANG PERDANA,PT","Jl Aruna Blk No 19, Bandung, Jawa Barat",022-6011456,Kain Kanvas
9936.,"KANVAS MULIA, CV","Jl Raya No.461 Ds Kertajaya, Bandung Barat, Jawa Barat",6809428,Terpal
9937.,"KAO INDONESIA CHEMICAL, PT","Jl. Raya Tambun Km. 42, Bekasi, Jawa Barat",021--88326188,Bahan Sampho
9938.,"KAO INDONESIA,PT","Jababeka Raya Vi/n2, Bekasi, Jawa Barat","8934647, 4650",Biore Muka
9939.,"KAOLIN SALJU ABADI, PT","Jl Raya Timur No 56, Bandung, Jawa Barat",022-7949560,Kaolin
9940.,KAOS ASELI PT,"Jl Prof Supomo Sh No 2, Jakarta Selatan, DKI Jakarta",8294508,Kaos
9941.,KAOS MELANIA HANDOKO,"Baru Raya Rt03/03, Bandung, Jawa Barat",,Kaos
9942.,KAPAL API,"Tlogosari 652 A, Jl, Malang, Jawa Timur",560435,Kompor
9943.,"KAPAL API/SANTOS JAYA,PT","Kawasan Surya Cipta, Karawang, Jawa Barat",,Kopi Bubuk
9944.,KAPAL LAYAR,"Jl. Manggis, Bojonegoro, Jawa Timur",887650,Kecap
9945.,KAPAS H. MUHTAR,"Dsn.jlumbang Ds.sumbersuko, Pasuruan, Jawa Timur",,Kapuk Halus
9946.,KAPAS MODERN,"Juru Gentong Jgi/163, Bantul, D.I. Yogyakarta",0274-382291,Kapas Kecantikan
9947.,"KAPAS PUTIH, PT","Dk.gondang Rt 11/5, Klaten, Jawa Tengah",0272-557100,Selimut
9948.,"KAPASARI, PT","Raya Kletek 96 Jl, Sidoarjo, Jawa Timur",7881804,Barang Cetakan
9949.,"KAPASINDO PRIMA, PT","Smp 122 No.88a,, Jakarta Utara, DKI Jakarta",021-5405027-28,Kaos Kaki
9950.,"KAPEDI SAMUDERA JAYA, PT","Ds Mlaten, Pasuruan, Jawa Timur",0343 482133,Pengol Teri Nasi
9951.,"KAPEDI SURYA JASA, PT","Kapedi, Ds, Sumenep, Jawa Timur",821159,Ikan Teri Kering
9952.,"KAPI JAYA ABADI, PR","Kapi Rt 07/01, Dsn  Kapi, Kediri, Jawa Timur",0354-7636444,Rokok
9953.,"KAPIT MAS, PT","Jl. Kebo Iwa No. 10 Padangsambian, Denpasar, Bali",0361-7440692,Kerajinan Perak
9954.,"KAPSULINDO NUSANTARA, PT","Jl.pabcasila I Cicadas Gn Putri Bogor, Bogor, Jawa Barat",021-8671164/68,Obat2an
9955.,KAPUAS BESAR.PT,"Jl.protokol Lintas Sumatera/  Komp.setia Budi Blok 20 No.6, Labuhan Batu Utara, Sumatera Utara","0624-371160, 5760123",Crumb Rubber
9956.,"KAPUAS INTAN UTAMA, PT","Jl. Selat Bari No. 194, Pontianak, Kalimantan Barat",0561-733282,Kantong Plastik
9957.,KAPUAS LAUNDRY,"Jl. Pahlawan Gang.cc - Ii No.34, Jakarta Barat, DKI Jakarta",021-5492789,Pencelupan Jeans
9958.,"KAPUAS RAYA, PT","Mayjen Sungkono 20, Jl, Gresik, Jawa Timur",3975619,Kayu Olahan
9959.,KAPUAS TATA STEEL PT,"Jl.raya Pelaihari Landasan Ulin, Banjar Baru, Kalimantan Selatan",,Paku Dan Beton Neser
9960.,KAPUK  RANDU MAS (WAHID),"Dsn.lumbang I Rw.01.rt.04, Pasuruan, Jawa Timur",087856965444,Kapuk
9961.,KAPUK ENDANG SULISTYOWATI,"Rt 06 Rw 16, Jepara, Jawa Tengah",0291-771977,Kapuk Halus
9962.,KAPUK HALUS H.ANSHORI,"Ngadimulyo Rt.02.rw.02, Pasuruan, Jawa Timur",8460657,Kapuk Halus
9963.,KAPUK HALUS H.SANURI,"Jatitengah Kidul Rt.02.rw.02, Pasuruan, Jawa Timur",,Kapuk Halus
9964.,KAPUK HALUS LAMIJAN,"Ngadimulyo Rt.02.rw.02, Pasuruan, Jawa Timur",7801877,Kapuk Halus
9965.,KAPUK HARTOYO,"Ds Pendem  Rt01/02 Dk. Krajan, Jepara, Jawa Tengah",08122572168,Kapuk Halus
9966.,KAPUK HASBY,"Suwayuwo, Pasuruan, Jawa Timur",633407,Kapuk Halus
9967.,"KAPUK JAYA,  PT","Kapuk Muara Rt 0014/01, Jakarta Utara, DKI Jakarta",021-5406331-32,Kertas Pembungkus
9968.,KAPUK MOLEK,"Kapuk Kamal No.36, Jakarta Utara, DKI Jakarta",021-5551648,Rak Piring
9969.,KAPUK NGARIPAN,"Ds Kaligarang, Jepara, Jawa Tengah",,Kapuk Halus
9970.,KAPUK RANDU SADI (DWI KARYA),"Desa Karaban Rt 02 Rw 02, Pati, Jawa Tengah",,Pengupasan Kapuk
9971.,KAPUK SOKHIBUL HUDA,"Suwayuwo Rt.03.rw.07, Pasuruan, Jawa Timur",0343 633489,Kapuk Halus
9972.,KAPUK SUGIYANTO,"Dk Kemloko Manis Rt. 01/02, Jepara, Jawa Tengah",081325428288,Pengolahan Kapuk
9973.,KAPUK ZAS,"Kemloko Manis Rt 03/01, Jepara, Jawa Tengah",0291-771809,Kapuk Halus
9974.,"KAPUR  ""PARIYONO""","Sambeng-ngimbang, Jl., Lamongan, Jawa Timur",,Kapur Gamping
9975.,"KAPUR  ""SUTARI BUDIANTO""","Sempur,dsn - Sumber Sari,ds, Lamongan, Jawa Timur",,Kapur Gamping
9976.,KAPUR 555,"Jl Diponegoro (baypas Selatan), Klaten, Jawa Tengah",0272-322358,Tepung Batu Kapur
9977.,KAPUR ANUGRAH NUGRAHA,"Kp Bandar Muncang Km24 Kebon Bola Jl Tenjolaya Ds Sekarwangi, Sukabumi, Jawa Barat",0266-532272,Kapur Tembok
9978.,KAPUR BERKAH LESTARI /MARDAN,"Dk Biangkunang  Rt 04/05, Kebumen, Jawa Tengah",081-327383429,Kapur
9979.,KAPUR BUNYAMIN,"Karangdawa, Tegal, Jawa Tengah",,Kapur
9980.,KAPUR CICATIH I,"Kmp Cicatih Rt. 06/08 Desa Sukamulya, Sukabumi, Jawa Barat",0266-533951,Kapur Sirih
9981.,KAPUR KARYA BARU,"Kmp Gedong Rt 01 Desa Ciampea, Bogor, Jawa Barat",0251-621409,Kapur Tembok
9982.,KAPUR KASTORI,"Karangdowo, Tegal, Jawa Tengah",,Kapur
9983.,KAPUR KHOZIEN,"Desa Karangdawa, Tegal, Jawa Tengah",,Kapur
9984.,KAPUR NGASIBAN,"Ds Gayam Rt.03/03, Blora, Jawa Tengah",,Kapur
9985.,KAPUR RADIS,"Desa Karangdowo, Tegal, Jawa Tengah",,Kapur
9986.,KAPUR RAMTO,"Gayam  Rt.01/01, Blora, Jawa Tengah",,Kapur
9987.,KAPUR RAMUJI,"Ds Gayam  Rt.02/03, Blora, Jawa Tengah",,Kapur
9988.,KAPUR SAPUAN,"Gayam Rt.01/02, Blora, Jawa Tengah",,Kapur
9989.,KAPUR SARKUN,"Ds Gayam Rt.01/02, Blora, Jawa Tengah",,Kapur
9990.,"KAPUR SUKAJADI, CV","Jl Perintis Kemerdekaan Kp Kebonrandu Ds Sekarwangi, Sukabumi, Jawa Barat",0266-531067,Kapur Tembok
9991.,KAPUR SUMBER REJEKI,"Dk Pamolan Rt 01/06, Blora, Jawa Tengah",,Kapur Tohor
9992.,KAPUR SUPARMAN,"Gayam  Rt.01/01, Blora, Jawa Tengah",,Kapur
9993.,KAPUR SUYONO,"Gayam Rt.01/01, Blora, Jawa Tengah",,Kapur
9994.,KAPUR TAMIN,"Gayam  Rt.01/01, Blora, Jawa Tengah",,Kapur
9995.,KAPUR TARJAN,"Bogorejo Rt.04/02 Ds. Gayam, Blora, Jawa Tengah",,Kapur
9996.,"KAPUR TULIS ""CEPU""","Jl. Gajah Mada 34, Blora, Jawa Tengah",0296-424767,Kapur Tulis
9997.,KAPUR YULIANTO,"Blangkunang Rt 04/05, Kebumen, Jawa Tengah",,Kapur
9998.,"KAPURINDO SENTANA BAJA, PT","Jl Australia Ii Kav H-1 Kawasan Kiec - Cilegon, Cilegon, Banten",0254 310747,Kapur Bakar
9999.,KAR.NUSA INDAH,"Laksda Adi Sucipto 241, Jl, Malang, Jawa Timur",0341-492429,Body Kendaraan Elf
10000.,"KARAENG, UD/HANAFI, H","Tanah Anyar Rt 1 / Rw 1, Situbondo, Jawa Timur",0338- 672480,Gantungan Kunci Dr Kayu
10001.,"KARAGEN INDONESIA,  CV","Kawasan Industri Terboyo Blok No.8, Semarang, Jawa Tengah",024 6584855,Rumput Laut
10002.,"KARAHARJA TIRTATAMA,PT","Jl Raya Karawaci No.10 Panunggangan Barat, Tangerang, Banten",021-55794648,Es Batu
10003.,KARAMAN COLECTION,"Patimura 124, Jl, Tulungagung, Jawa Timur",0355 332562,Baju Ta'wa
10004.,"KARANG BUANA INDAH,PT","Jl.jababeka Xii Blok W No.5, Bekasi, Jawa Barat",8936746,Ind Printing
10005.,"KARANG MAS UNGGUL, PT","Jl. Gelora Vi/131 Gelora, Tanah Abang, Jakarta Pusat, DKI Jakarta",021-5482410  ; 021-5,Pisau/pola Sepatu
10006.,KARANG MEKAR,"Jl.panyindangan, Sukabumi, Jawa Barat",,Kapur Sirih/tembok
10007.,"KARANG PILANG AGUNG, PT","Karang Pilang Barat 99, Jl, Surabaya, Jawa Timur",7664117,Arang Briket Press
10008.,KARANGASEM KUD,"Jln Achmad Yani Karangasem, Karang Asem, Bali",036321347,Jasa Industri
10009.,"KARANGJATI, CV","Ds. Karangjati Rt 03/07, Banjarnegara, Jawa Tengah",0811260680,Tapioka
10010.,"KARANGMAS UNGGUL,PT","Jl.raya Narogong Pangkalan V, Bekasi, Jawa Barat",8250285,Steel Structue
10011.,"KARANGREJO, CV","Ikan Mungsing No. 29, Jl, Banyuwangi, Jawa Timur",(0333)424698,Es Batu / Balok
10012.,KARASA JAGA,"Dsn Wanasigra Rt.01/02, Ciamis, Jawa Barat",081222932077,Kerupuk
10013.,KARASERI DELIMA MANDIRI,"Jl.dreded No.42 Empang Kota Bogor, Bogor, Jawa Barat",0251-324842,Karoseri Bis
10014.,KARATU ABADI JAYA.CV,".pradah Indah No.39.jl, Surabaya, Jawa Timur",031 7319401,Sepatu Anak
10015.,"KARAWANG FOODS LESTARI, PT","Jl. Interchange Tol Karawang Desa Wadas, Karawang, Jawa Barat",,Sambal Dalam Kemasan
10016.,KARAWANG UTAMA TEXTILE INDUSTRI/MALIGI,"Kp Rumambe I Ds Anggadita, Karawang, Jawa Barat",0267-431706,Benang
10017.,"KARBON PRIMA SENTOSA ABADI, PT","Jl Raya Natar, Lampung Selatan, Lampung",0721-262628,Activated Karbon
10018.,KARET BUSA INDUK KREDATAMA,"Jl. Golf,kp.citatah Ds Ciriung, Bogor, Jawa Barat",021-8752912,Karet Busa (foam)
10019.,"KARET DELI, PT","Jl. Kl.yos Sudarso Km. 8,3, Medan, Sumatera Utara",061-6612611,Ban Kendaraan
10020.,KARET JAYA UTAMA CV,"Kp Sukaasih Rt 03 Rw 06, Cianjur, Jawa Barat",085221557884,Karet
